course_id,title,description,status,created_at
2149199805,AI for Educator (Part 2),"Explore the potential of artificial intelligence (AI) in education. This includes a brief history of AI, large language models (LLMs), generative AI, prompt engineering, responsible use of AI, and its use in classroom settings. Delve into the art of the prompt to equip learners to get the best results from Microsoft Copilot and Image Creator from Designer. Explore various ways to enhance teaching and learning with AI-powered tools in the Microsoft Edge browser, Word, PowerPoint, Minecraft, and more.",ready,2025-10-14T07:56:05.336Z
2149199919,Introduction to Learning Accelerators,"Learning Accelerators is a new category of learning tools included in Microsoft 365 Education that streamlines the creation, review, and analysis of practice assignments while providing students real-time coaching to help them catch up, keep up, and get ahead. Learning Accelerators are designed to help educators unlock the full potential of every student with tools that support foundational and future-ready skills, allowing educators to give individual students more opportunities to learn, practice, and receive targeted coaching instantly in an inclusive environment to support ongoing improvement.",ready,2025-10-14T09:47:51.389Z
2148258227,Kesejahteraan Kendiri,"Mencapai keseimbangan kehidupan dan kerja adalah hal yang diimpikan ramai orang. Untuk merealisasikan impian ini, apa yang anda perlu buat untuk pastikan semua aspek diri terjaga dengan baik? Dalam kursus ini, anda akan pelajari cara menyeimbangkan aspek kerjaya dan aspek penting lain dalam hidup. ",ready,2023-07-05T12:31:56.668Z
2148674574,Building an Inclusive Digital Economy for Local Communities,What are the ways to connect underserved communities to opportunities in the digital economy? Join us as we explore the role of local partnerships and capacity building in bridging the digital gap in the region. Discover how impactful collaborations and empowering initiatives can transform lives and create inclusive growth in the digital era.,ready,2024-07-04T02:56:44.542Z
2148534676,Communicate with Impact: Strategies for Public Engagement and Influence,"Effective communication was highlighted as key to increasing engagement with the public, funders, and policymakers. In this course, you will learn to enhance their communication strategies, including messaging, storytelling, digital marketing, and media engagement. By improving your communication skills, you will be equipped to raise awareness, secure funding, and influence policy decisions.",ready,2024-02-20T05:29:09.981Z
2148674587,Maximizing Business Potential Using Digital Tools and Insights,How can MSMEs harness digital technology to make strategic business decisions and drive growth? Join us as we explore the different digital tools and tactics that help businesses improve customer experience and boost sales. Discover the strategies that can transform your business and propel it to new heights in the digital economy.,ready,2024-07-04T03:15:43.525Z
2148258261,Pekerja Lepas 101,"Memulai karier baru dalam hidupmu mungkin adalah hal yang sulit, dan jika jalur karier tersebut adalah menjadi pekerja lepas, bisa jadi kamu  akan merasa asing dan tidak tahu harus memulai dari mana. Dalam kursus ini, kamu akan dibekali dengan semua yang perlu kamu ketahui tentang ekonomi pekerja lepas, cara menggunakan platform pekerja lepas, dan cara memulai karier pekerja lepas.",ready,2023-07-05T13:11:53.109Z
2148864407,Boost Your Productivity with Microsoft Copilot,"This module provides an in-depth look at how Microsoft Copilot can enhance your productivity. You'll learn how to use Copilot to bring your ideas to life, manage your time more effectively, and support your job search and skill development. The module also covers how Copilot can assist with analyzing images and documents, along with providing workplace support.

By the end of this module, you'll be able to:
1. Evaluate the effectiveness of Copilot in supporting skill development and career advancement.
2. Use Copilot to optimize personal and professional schedules, draft messages and emails, plan projects, and manage time.
3. Evaluate the effectiveness of the retrieval-augmented generation method of Copilot in providing relevant and up-to-date information for your questions.",ready,2025-01-10T04:26:47.487Z
2148256173,Profil Keterampilan yang Membuatmu Unggul,"Memiliki keterampilan yang tepat dapat membawa kariermu ke level selanjutnya. Namun, membuat profil keterampilan bisa jadi membosankan dan membingungkan. Dalam kursus ini, kamu akan belajar cara memilih jalur karier berdasarkan keterampilanmu, mengidentifikasi keterampilan unikmu, serta bidang-bidang yang perlu ditingkatkan.",ready,2023-07-03T07:34:49.447Z
2148257968,Penjenamaan Diri,Dalami seni penjenamaan diri dan kepentingan mencipta tawaran nilai yang unik khususnya dalam membina persona dalam komuniti serta bakal klien.,ready,2023-07-05T04:10:27.233Z
2148258263,Dapatkan Pekerjaan Impianmu!,"Menemukan pekerjaan yang sesuai dengan karier dan aspirasi hidup adalah impian banyak orang. Untuk menemukan pekerjaan yang paling cocok, kamu harus mengenal dirimu sendiri terlebih dahulu. Dalam kursus ini, kamu akan mengeksplorasi aspirasimu dan mempelajari cara-cara untuk mencari serta mendapatkan pekerjaan. Menemukan dan mendapatkan pekerjaan merupakan keterampilan tersendiri.",ready,2023-07-05T13:13:26.808Z
2148813914,Keterlihatan Digital,"Membangunkan pengetahuan dan kemahiran untuk mencapai audiens yang lebih luas serta meningkatkan kredibiliti dalam talian adalah penting bagi kejayaan anda dalam perniagaan digital. Dalam kursus ini, sertai Nadzirah Hashim, yang akan membimbing anda untuk membina dan mengurus keterlihatan dalam talian yang kukuh, sekali gus menonjolkan jenama profesional anda. Mari kita mulakan perjalanan yang menarik ini untuk memasarkan perniagaan anda dengan berkesan dan berhubung dengan audiens anda!",ready,2024-11-19T08:35:47.878Z
2148836599,Menggerakkan Perubahan: Strategi ESG untuk Impak Perniagaan Berpanjangan,"Kursus ini merangkumi asas prinsip ESG (Alam Sekitar, Sosial dan Tadbir Urus) dalam perniagaan. Anda akan pelajari makna dan kepentingan ESG, perbezaan antara penilaian dan pelaporan serta tahap pembangunan sesebuah rangka kerja ESG. Kursus ini menekankan manfaat pelaksanaan ESG termasuk integrasi dengan Matlamat Pelaksanaan ESG (SDG). Anda juga akan mempelajari kepentingan mesej yang jelas dan padat bagi penyampaian yang efektif tentang strategi ESG kepada pemegang saham, mengamalkan ketelusan serta kepercayaan.",ready,2024-12-10T02:48:41.700Z
2148836601,Meningkatkan Jualan dan Produktiviti dengan ChatGPT,"Capai potensi penuh ChatGPT dan tingkatkan jualan serta produktiviti anda melalui kursus dinamik ini! Pelajari teknik-teknik berkesan untuk memanfaatkan ChatGPT dan raih peluang jualan dengan cara yang belum pernah anda alami. Terokai seni menghasilkan idea, menyusun pemikiran, memodelkan pangkalan data, menjalankan penyelidikan pasaran, dan menghasilkan cadangan perniagaan yang menarik menggunakan kemampuan unik Chat GPT. Dapatkan kelebihan untuk berjaya dalam dunia perniagaan yang serba pantas ini. Sertai kami dan ubah cara anda mencipta peluang jualan, meningkatkan produktiviti, dan meraih kejayaan yang lebih besar!",ready,2024-12-10T02:50:06.989Z
2148915436, Teroka Generative AI,"Sesuai untuk mereka yang baru ingin memahami mengenai kecerdasan buatan (artificial intelligence).  Laluan pembelajaran ini direka bentuk untuk memberikan pemahaman menyeluruh tentang AI. Ia termasuk modul yang merangkumi pelbagai aspek AI, bermula dengan konsep asas dan maju ke topik yang lebih maju. Setiap modul disesuaikan untuk membantu individu dan organisasi menggunakan teknologi AI untuk meningkatkan usaha pemahaman mereka mengenai kecerdasan buatan.",ready,2025-02-27T07:17:23.952Z
2149146250,QA Test API,testing course for elevate ai,ready,2025-09-02T10:28:14.724Z
2149201392,AI for Educator (Bahagian 1),"Terokai potensi kecerdasan buatan (AI) dalam pendidikan. Bahagian ini merangkumi pengenalan ringkas tentang sejarah AI, Model Bahasa Besar (LLM), AI generatif, kejuruteraan prompt (prompt engineering), penggunaan AI secara bertanggungjawab, dan kegunaannya dalam konteks bilik darjah. Pelajari cara membina prompt yang berkesan untuk mendapatkan hasil terbaik daripada Microsoft Copilot dan Image Creator dalam designer. Selain itu, peserta akan dapat meneroka pelbagai AI-powered tools seperti Microsoft Edge, Word, PowerPoint, dan Minecraft Education yang dapat memperkayakan pengalaman pengajaran dan pembelajaran agar lebih interaktif, kreatif, dan bermakna. ",ready,2025-10-15T08:58:42.890Z
2149208587,Learning Accelerators in Action (MY),"Modul ini memperkenalkan tiga Learning Accelerators utama yang disepadukan dalam Microsoft Teams; Reading Progress, Math Progress, dan Speaker Progress, yang masing-masing direka untuk memperkukuh kemahiran asas literasi, numerasi, dan komunikasi secara peribadi berasaskan data.",ready,2025-10-21T10:16:17.679Z
2149223809,Program Kefasihan AI (Pelajar TVET),"Laluan pembelajaran ini direka bentuk untuk memberikan pemahaman yang komprehensif tentang AI. Ia merangkumi modul-modul yang meliputi pelbagai aspek AI, bermula dengan konsep asas dan maju ke topik-topik yang lebih lanjutan.",ready,2025-11-03T05:27:56.201Z
2149103206,"PM Onboarding Hub: Start Strong, Lead Smart","Welcome to your onboarding journey! This course is your go-to guide for understanding how we work, what tools you’ll use, and how you can lead impactful, efficient projects from day one.

Think of this as a roadmap for your team. It helps everyone stay on track and make sure that all the necessary steps are being taken to move the project forward. It can also help to reduce confusion and misunderstandings, as it clearly defines expectations and responsibilities.

Overall, the purpose of this course is to provide a standard set of guidelines and practices that will help your team deliver projects on time, within budget, and to the required quality standards. It helps to ensure that projects are completed efficiently and effectively, and helps to build consistency across projects within your organisation.",ready,2025-07-28T04:52:47.007Z
2148897197,Strategic Human Resource Management in Women-Led Organisations,"Strategic Human Resource Management in Women-Led Organisations provides essential HR insights for women entrepreneurs and business leaders. Led Dr. Claudia Cadena, Founder and Principal Consultant of Thread Advisory, this course explores intentional hiring, talent management, and the role of technology in HR. Learn how to build a thriving organisational culture, align employee expectations, and drive business results through effective HR practices.",ready,2025-02-10T11:33:11.096Z
2148897084,Innovation and Adoption of Tech in Business,"Innovation and Adoption of Tech in Business is designed to help entrepreneurs and professionals harness technology for business growth. Led by Raveen Praboo, VP & Co-Founder of Pertubuhan Pembangunan Kemahiran dan Sosial Malaysia (PPKSM), this course explores emerging technologies, tech-based solutions, and digital adoption strategies that enhance efficiency and competitiveness. Through real-world success stories and practical insights, you’ll learn how to integrate digital tools, optimise business operations, and leverage innovation to stay ahead in today’s fast-evolving landscape.",ready,2025-02-10T09:03:57.316Z
2147950555,Freelancing 101,"Starting a new path in your life can be difficult, and if that path is freelancing, you might find yourself being lost and not knowing where to even start. In this course, you'll be provided with everything that you need to know about the freelancing economy, how to navigate freelancing platforms, and how to start your freelancing career.",ready,2022-08-21T18:52:20.038Z
2148534536,Driving Change: Integrating SDGs into Corporate and SME Practices,"This course focused on understanding business sustainability principles and the integration of environmental, social, and governance (ESG) factors into organisational practices. You will gain insight into assessing and improving sustainability performance, attracting support from investors, donors, and other stakeholders.",ready,2024-02-20T02:26:04.998Z
2148864394,Explore Internet Search and Beyond,"Learn the intricacies of internet search engines and reasoning engines, and enhance your skills in prompt engineering and critical thinking.

By completing this module, you'll be able to:
1. Evaluate the differences between a search engine and a reasoning engine by comparing their functionalities, underlying technologies, and applications.
2. Assess the effectiveness of the crawling, indexing, and ranking processes in search engines, and understand how these processes contribute to the retrieval of relevant search results.
3. Assess the importance of prompt engineering by evaluating the effectiveness of various prompts, critiquing best practices in prompting, and determining how critical thinking plays a crucial part.",ready,2025-01-10T04:07:55.010Z
2148258216,Pengurusan Kewangan,"Mencapai keseimbangan kehidupan dan kerja adalah hal yang diimpikan ramai orang. Untuk merealisasikan impian ini, apa yang anda perlu buat untuk pastikan semua aspek diri terjaga dengan baik? Dalam kursus ini, anda akan pelajari cara menyeimbangkan aspek kerjaya dan aspek penting lain dalam hidup. ",ready,2023-07-05T12:15:06.548Z
2148864393,Explore Generative AI,"Discover the fundamentals of generative AI and how this technology is transforming our approach to creativity and productivity.

Learning objectives
By completing this module, you'll be able to:
1. Distinguish between Natural Language Processing (NLP), Natural Language Generation (NLG), and Large Language Models (LLMs), assessing their roles, applications, and interrelationships with generating human language.
2. Assess the differences between generative AI and traditional AI models, focusing on their applications, capabilities, and the role of data.
3. Evaluate how generative AI services like Microsoft Copilot can enhance creativity in various fields.",ready,2025-01-10T04:05:13.422Z
2148912903,Tingkatkan Produktiviti Anda dengan Microsoft Copilot,"Sesuai untuk mereka yang baru ingin memahami mengenai kecerdasan buatan (artificial intelligence).  Laluan pembelajaran ini direka bentuk untuk memberikan pemahaman menyeluruh tentang AI. Ia termasuk modul yang merangkumi pelbagai aspek AI, bermula dengan konsep asas dan maju ke topik yang lebih maju. Setiap modul disesuaikan untuk membantu individu dan organisasi menggunakan teknologi AI untuk meningkatkan usaha pemahaman mereka mengenai kecerdasan buatan.",ready,2025-02-25T07:33:17.119Z
2148181263,Skills Test - Social Media Management,"Enhance your social media skills with Skills Test: Social Media Management. This course offers personalised evaluation and feedback from industry experts to improve your social media strategy, content creation, and analytics skills. Benchmark your skills against market standards and take your social media management abilities to the next level. Enrol today and succeed in the dynamic world of social media.",ready,2023-04-12T09:41:05.626Z
2148915531,Teroka AI untuk Semua,"Sesuai untuk mereka yang baru ingin memahami mengenai kecerdasan buatan (artificial intelligence).  Laluan pembelajaran ini direka bentuk untuk memberikan pemahaman menyeluruh tentang AI. Ia termasuk modul yang merangkumi pelbagai aspek AI, bermula dengan konsep asas dan maju ke topik yang lebih maju. Setiap modul disesuaikan untuk membantu individu dan organisasi menggunakan teknologi AI untuk meningkatkan usaha pemahaman mereka mengenai kecerdasan buatan.",ready,2025-02-27T10:20:52.639Z
2148816520,Pemasaran Digital,"Tingkatkan kemahiran pemasaran digital anda ke tahap yang lebih tinggi dengan mengambil Ujian Kemahiran: Pemasaran Digital. Kursus ini memberikan penilaian peribadi terhadap kemahiran anda dalam bidang SEO, SEM, pemasaran melalui  e-mel dan banyak lagi.  Melalui kursus yang diketuai oleh pakar industri ini, anda akan menerima maklum balas dan rekomendasi untuk menambah baik prestasi anda dan berjaya dalam dunia pemasaran digital yang pesat berkembang. Daftar sekarang untuk menaik taraf kemahiran dan tingkatkan kerjaya anda.",ready,2024-11-21T03:49:27.303Z
2148915431,Apa Itu Kecerdasan Buatan,"Sesuai untuk mereka yang baru ingin memahami mengenai kecerdasan buatan (artificial intelligence).  Laluan pembelajaran ini direka bentuk untuk memberikan pemahaman menyeluruh tentang AI. Ia termasuk modul yang merangkumi pelbagai aspek AI, bermula dengan konsep asas dan maju ke topik yang lebih maju. Setiap modul disesuaikan untuk membantu individu dan organisasi menggunakan teknologi AI untuk meningkatkan usaha pemahaman mereka mengenai kecerdasan buatan.",ready,2025-02-27T07:12:35.169Z
2148915513,Terokai Carian Internet dan Seterusnya,"Sesuai untuk mereka yang baru ingin memahami mengenai kecerdasan buatan (artificial intelligence).  Laluan pembelajaran ini direka bentuk untuk memberikan pemahaman menyeluruh tentang AI. Ia termasuk modul yang merangkumi pelbagai aspek AI, bermula dengan konsep asas dan maju ke topik yang lebih maju. Setiap modul disesuaikan untuk membantu individu dan organisasi menggunakan teknologi AI untuk meningkatkan usaha pemahaman mereka mengenai kecerdasan buatan.",ready,2025-02-27T09:59:58.577Z
2148836597,Pengurusan Operasi,"Tambah baik kemahiran pengurusan operasi anda dengan mengambil Ujian Kemahiran - Pengurusan Operasi. Kursus ini menawarkan penilaian dan maklum balas secara individu daripada pakar industri untuk menambah baik keupayaan anda dalam mengurus sumber, mengoptimumkan proses dan melaksanakan strategi untuk meningkatkan efisiensi dan produktiviti. Bandingkan kemahiran anda dengan standard pasaran dan bawa kerjaya anda dalam bidang pengurusan operasi ke tahap yang seterusnya. Daftar hari ini dan tingkatkan kemahiran anda.",ready,2024-12-10T02:47:39.478Z
2148836598,Admin dan Sokongan Pelanggan,"Kuasai seni sokongan pelanggan dan tugasan pentadbiran dengan mengambil Ujian Kemahiran - Admin dan Sokongan Pelanggan. Kursus ini menyediakan penilaian dan maklum balas peribadi daripada pakar industri untuk meningkatkan keupayaan anda memberikan sokongan pelanggan yang terbaik, mengurus tugasan pentadbiran, dan mengoptimumkan aliran kerja. Bandingkan kemahiran anda dengan standard pasaran dan bawa kerjaya anda ke tahap yang seterusnya. Daftar hari ini dan tingkatkan kemahiran anda.",ready,2024-12-10T02:48:17.980Z
2148580657,Project Placement,"The ""Project Placement"" course offers you a valuable opportunity to gain practical working experience with a variety of organisations, including Small and Medium Enterprises (SMEs), Social Enterprises (SEs), Non-Governmental organisations (NGOs), and other relevant entities. It is designed to help you put your indicated interests and skills into action by working on specific deliverables that showcase your expertise and passion. Throughout the course, you will have the chance to immerse yourself in real-world projects and actively contribute to the success of these organisations.",ready,2024-04-03T06:32:59.601Z
2148534651,Strategic Impact Mastery: A Guide to Impactful Reporting,"This course covered the fundamentals of impact reporting, including its definition, importance and communication. You will learn about different types of impact reporting, measurement approaches for environmental impact, and tools like Social Impact Assessment (SIA) and Environmental Impact Assessment (EIA). The course also explores communication using Global Reporting Initiative (GRI) and Sustainability Accounting Standards Board (SASB) standards. Additionally, you will gain insights into Social Return on Investment (SROI) and learn how impact reporting can be integrated into organizational strategy and decision-making processes through case studies and strategies for improvement.",ready,2024-02-20T04:51:37.163Z
2149172014,Sertifikasi Microsoft Certified Educator (MCE),"Sertifikasi Microsoft Certified Educator (MCE) memvalidasi bahwa Anda memiliki kompetensi literasi teknologi pendidik berskala global yang diperlukan untuk memberikan pengalaman belajar yang kaya dan disesuaikan bagi siswa. Sertifikasi ini sangat cocok untuk:
- Calon pendidik
- Staf pengajar di perguruan tinggi keguruan
- Pendidik yang sudah aktif mengajar",ready,2025-09-23T00:00:29.718Z
2149165810,Eksplorasi AI untuk Membangun Pembelajaran yang Siap Masa Depan,"Eksplorasi AI untuk Membangun Pembelajaran yang Siap Masa Depan dengan Microsoft Tools
Deskripsi Kursus
Dalam era transformasi digital pendidikan, kursus ini mempersiapkan para pendidik untuk memanfaatkan kekuatan kecerdasan buatan (AI) dalam menciptakan pengalaman pembelajaran yang lebih personal, efektif, dan siap menghadapi tantangan masa depan.
Kursus ini mengintegrasikan dua jalur pembelajaran utama dari Microsoft, yaitu Microsoft Copilot Studio untuk menciptakan agen AI interaktif dan Learning Accelerators untuk meningkatkan engagement dan pencapaian akademik siswa.",ready,2025-09-18T04:11:46.804Z
2148897183,Global Expansion Mastery,"Global Expansion Mastery is designed to equip entrepreneurs with the knowledge and strategies needed to scale their businesses globally. Led by Dr. Nazirul Fariq, Principal Business Expert at Glodon, this course explores market entry planning, localisation techniques, and digital integration for global success. Through real-world insights and case studies, you’ll learn how to navigate regulatory challenges, adapt to cultural differences, and leverage business intelligence for international growth.",ready,2025-02-10T11:11:36.143Z
2148181261,Skills Test - Web Design & Development,"Enhance your web design and development skills with Skills Test - Web Design and Development. This course offers personalised evaluation and feedback from industry experts to improve your ability to create visually appealing websites, optimise the user experience, and develop robust web applications. Benchmark your skills against market standards and take your web design and development career to the next level. Enrol today and advance your career.",ready,2023-04-12T09:37:14.392Z
2148877651,You & AI,Mereka & Biji-biji Initiative Team Training,ready,2025-01-23T08:16:28.461Z
2149165852,Persiapan Sertifikasi Microsoft Certified Educator,"Kursus persiapan komprehensif untuk membantu pendidik Indonesia meraih sertifikasi Microsoft Certified Educator (MCE), sebuah pengakuan global yang memvalidasi kemampuan teknologi pendidikan dan integrasi ICT dalam pembelajaran abad ke-21.
Program ini dirancang khusus untuk mempersiapkan Anda menghadapi ujian sertifikasi MCE dengan materi yang sesuai dengan kerangka kerja UNESCO ICT Competency Framework for Teachers dan standar kompetensi teknologi pendidikan internasional.",ready,2025-09-18T05:31:31.919Z
2149164094,Artificial Intelligence untuk Tenaga Pendidik (Bagian 1),"Jelajahi potensi kecerdasan buatan (AI) dalam pendidikan. Ini mencakup riwayat singkat AI, model bahasa besar (LLM), AI generatif, rekayasa cepat, penggunaan AI yang bertanggung jawab, dan penggunaan dalam pengaturan kelas. Menyelami seni prompt untuk membekali pelajar untuk mendapatkan hasil terbaik dari Microsoft Copilot dan Image Creator dari Designer. Jelajahi berbagai cara untuk meningkatkan pengajaran dan pembelajaran dengan alat yang didukung AI di browser Microsoft Edge, Word, PowerPoint, Minecraft, dan banyak lagi.",ready,2025-09-17T07:17:54.045Z
2148915512,Mulakan dengan Microsoft Copilot,"Sesuai untuk mereka yang baru ingin memahami mengenai kecerdasan buatan (artificial intelligence).  Laluan pembelajaran ini direka bentuk untuk memberikan pemahaman menyeluruh tentang AI. Ia termasuk modul yang merangkumi pelbagai aspek AI, bermula dengan konsep asas dan maju ke topik yang lebih maju. Setiap modul disesuaikan untuk membantu individu dan organisasi menggunakan teknologi AI untuk meningkatkan usaha pemahaman mereka mengenai kecerdasan buatan.",ready,2025-02-27T09:58:49.050Z
2149223769,Building Agents in Copilot Chat (EN),,ready,2025-11-03T03:50:43.763Z
2148813780,Transformasi Digital,"Meneroka transformasi digital dapat membawa perniagaan anda ke tahap yang lebih tinggi. Dalam kursus ini, anda akan mempelajari strategi-strategi transformasi digital seperti model perniagaan, pasukan, sistem pembayaran, dan data. Ketahui bagaimana semua elemen ini dapat meningkatkan pertumbuhan, kecekapan, dan pengalaman kerja pasukan anda. Sertai kami untuk memacu perniagaan anda ke arah transformasi digital!",ready,2024-11-19T04:02:36.766Z
2148878635,AI Fluency for Corporates,"This learning path is designed by Microsoft Learn, to provide a comprehensive understanding of AI. It includes modules that cover various aspects of AI, starting with foundational concepts and progressing to more advanced topics. Each module is tailored to help individuals and organizations apply AI technologies to enhance their digital skilling efforts. This impact program is brought to you Microsoft Philanthropies.",ready,2025-01-24T02:37:22.074Z
2148816519,Reka Bentuk & Pembangunan Web,"Tingkatkan kemahiran reka bentuk dan pembangunan  web anda dengan mengambil Ujian Kemahiran - Reka Bentuk & Pembangunan Web. Kursus ini menawarkan penilaian dan maklum balas secara individu daripada pakar industri untuk menambah baik keupayaan anda dalam penyediaan laman web bervisual menarik, mengoptimumkan pengalaman pengguna dan membangunkan aplikasi laman web yang mantap. Bandingkan kemahiran anda dengan standard pasaran dan bawa kerjaya anda dalam bidang reka bentuk dan pembangunan web ke tahap yang seterusnya. Daftar hari ini dan tingkatkan kemahiran anda.",ready,2024-11-21T03:49:03.643Z
2148258205,Pengurusan Klien Anda,"Menguruskan klien adakalanya mencabar dan mengetahui cara mengurus mereka boleh memudahkan kedua-dua pihak - diri anda dan klien sendiri. Mari teroka beberapa strategi dan perspektif berkaitan praktis bisnes yang baik, cara menjaga hubungan dengan klien, pengurusan konflik, tip perundangan untuk melindungi hak anda serta pendekatan yang bukan sahaja menguntungkan, tetapi membuatkan reputasi anda dengan klient menjadi lebih baik. ",ready,2023-07-05T12:00:44.757Z
